requirement_id,section,source_line,source_text,implementation_symbols,code_locations,acceptance,status
Q3-L2397,3.24,2397,\],analysis.forecast_diagnostics,src/q3/analysis.py:15,diagnostics/forecast_metrics.csv、forecast_block_mae.csv及真实渲染热图,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2399,3.24,2399,若误差存在明显时间相关，则进一步说明,analysis.forecast_diagnostics,src/q3/analysis.py:15,diagnostics/forecast_metrics.csv、forecast_block_mae.csv及真实渲染热图,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2401,3.24,2401,\[,analysis.forecast_diagnostics,src/q3/analysis.py:15,diagnostics/forecast_metrics.csv、forecast_block_mae.csv及真实渲染热图,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2402,3.24,2402,\boxed{,analysis.forecast_diagnostics,src/q3/analysis.py:15,diagnostics/forecast_metrics.csv、forecast_block_mae.csv及真实渲染热图,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2403,3.24,2403,\text{使用完整历史误差轨迹},analysis.forecast_diagnostics,src/q3/analysis.py:15,diagnostics/forecast_metrics.csv、forecast_block_mae.csv及真实渲染热图,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2404,3.24,2404,},analysis.forecast_diagnostics,src/q3/analysis.py:15,diagnostics/forecast_metrics.csv、forecast_block_mae.csv及真实渲染热图,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2405,3.24,2405,\],analysis.forecast_diagnostics,src/q3/analysis.py:15,diagnostics/forecast_metrics.csv、forecast_block_mae.csv及真实渲染热图,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2407,3.24,2407,优于,analysis.forecast_diagnostics,src/q3/analysis.py:15,diagnostics/forecast_metrics.csv、forecast_block_mae.csv及真实渲染热图,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2409,3.24,2409,\[,analysis.forecast_diagnostics,src/q3/analysis.py:15,diagnostics/forecast_metrics.csv、forecast_block_mae.csv及真实渲染热图,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2410,3.24,2410,\boxed{,analysis.forecast_diagnostics,src/q3/analysis.py:15,diagnostics/forecast_metrics.csv、forecast_block_mae.csv及真实渲染热图,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2411,3.24,2411,\text{逐 10 min 独立生成随机噪声}.,analysis.forecast_diagnostics,src/q3/analysis.py:15,diagnostics/forecast_metrics.csv、forecast_block_mae.csv及真实渲染热图,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2412,3.24,2412,},analysis.forecast_diagnostics,src/q3/analysis.py:15,diagnostics/forecast_metrics.csv、forecast_block_mae.csv及真实渲染热图,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2413,3.24,2413,\],analysis.forecast_diagnostics,src/q3/analysis.py:15,diagnostics/forecast_metrics.csv、forecast_block_mae.csv及真实渲染热图,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2415,3.24,2415,## 3.24.4 从预测精度到经济价值的闭环,analysis.forecast_diagnostics,src/q3/analysis.py:15,diagnostics/forecast_metrics.csv、forecast_block_mae.csv及真实渲染热图,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2417,3.24,2417,最终将统计误差指标与第 3.22 节的经济价值指标并列：,analysis.forecast_diagnostics,src/q3/analysis.py:15,diagnostics/forecast_metrics.csv、forecast_block_mae.csv及真实渲染热图,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2419,3.24,2419,\[,analysis.forecast_diagnostics,src/q3/analysis.py:15,diagnostics/forecast_metrics.csv、forecast_block_mae.csv及真实渲染热图,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2420,3.24,2420,\boxed{,analysis.forecast_diagnostics,src/q3/analysis.py:15,diagnostics/forecast_metrics.csv、forecast_block_mae.csv及真实渲染热图,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2421,3.24,2421,"(MAE,RMSE,Bias)",analysis.forecast_diagnostics,src/q3/analysis.py:15,diagnostics/forecast_metrics.csv、forecast_block_mae.csv及真实渲染热图,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2422,3.24,2422,\longrightarrow,analysis.forecast_diagnostics,src/q3/analysis.py:15,diagnostics/forecast_metrics.csv、forecast_block_mae.csv及真实渲染热图,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2423,3.24,2423,FIV_k^{B},analysis.forecast_diagnostics,src/q3/analysis.py:15,diagnostics/forecast_metrics.csv、forecast_block_mae.csv及真实渲染热图,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2424,3.24,2424,\longrightarrow,analysis.forecast_diagnostics,src/q3/analysis.py:15,diagnostics/forecast_metrics.csv、forecast_block_mae.csv及真实渲染热图,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2425,3.24,2425,OUV_k.,analysis.forecast_diagnostics,src/q3/analysis.py:15,diagnostics/forecast_metrics.csv、forecast_block_mae.csv及真实渲染热图,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2426,3.24,2426,},analysis.forecast_diagnostics,src/q3/analysis.py:15,diagnostics/forecast_metrics.csv、forecast_block_mae.csv及真实渲染热图,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2427,3.24,2427,\],analysis.forecast_diagnostics,src/q3/analysis.py:15,diagnostics/forecast_metrics.csv、forecast_block_mae.csv及真实渲染热图,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2429,3.24,2429,若某一发布时间显著降低 MAE，但 \(FIV_k^{B}\approx0\)，说明统计精度改善没有转化为直接经济收益；反之，只有当真实回放成本稳定下降时，才说明新增预报值得用于购电调整。,analysis.forecast_diagnostics,src/q3/analysis.py:15,diagnostics/forecast_metrics.csv、forecast_block_mae.csv及真实渲染热图,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2431,3.24,2431,---,analysis.forecast_diagnostics,src/q3/analysis.py:15,diagnostics/forecast_metrics.csv、forecast_block_mae.csv及真实渲染热图,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2433,3.25,2433,# 3.25 敏感性与稳健性分析,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2435,3.25,2435,为避免仅用 31 天预热期同时调节大量超参数造成 over-design，本文将“正式基准设定”和“事后敏感性”严格分开。正式模型在 2 月 1 日前冻结；2--12 月真实结果只用于样本外评价和事后稳健性报告，不反向修改主模型。,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2437,3.25,2437,## 3.25.1 场景规模,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2439,3.25,2439,正式基准预先固定,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2441,3.25,2441,\[,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2442,3.25,2442,\boxed{S^\star=20.},analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2443,3.25,2443,\],analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2445,3.25,2445,该值主要基于 1 月最多约 31 条完整日轨迹的可用样本量与全年 MILP 求解规模，是计算设计参数而不是从 1 月中“统计寻优”得到的最优超参数。,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2447,3.25,2447,正式评价完成后，再比较,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2449,3.25,2449,\[,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2450,3.25,2450,"\boxed{S\in\{10,20,30\}}",analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2451,3.25,2451,\],analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2453,3.25,2453,下的全年总成本、紧急购电量、首个 committed block 购电决策以及求解时间。该比较只用于判断结果是否对场景规模敏感，不据此重新挑选 \(S^\star\)。,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2455,3.25,2455,## 3.25.2 尾部保持名额,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2457,3.25,2457,正式基准固定,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2459,3.25,2459,\[,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2460,3.25,2460,\boxed{S_{\mathrm{tail}}=2.},analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2461,3.25,2461,\],analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2463,3.25,2463,事后比较,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2465,3.25,2465,\[,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2466,3.25,2466,"\boxed{S_{\mathrm{tail}}\in\{0,2,4\}}",analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2467,3.25,2467,\],analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2469,3.25,2469,并观察高正向净负荷误差 support 是否在场景缩减后消失、紧急购电量是否明显变化以及 \(FIV/OUV\) 排序是否稳定。若去除尾部保护只改变极端风险估计而不改变主体结论，应将其解释为风险刻画改进而不是主模型结构变化。,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2471,3.25,2471,## 3.25.3 历史窗口与预测量级条件化,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2473,3.25,2473,主模型采用第 3.8.1 节预先固定的,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2475,3.25,2475,\[,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2476,3.25,2476,28\rightarrow56\rightarrow84\rightarrow\text{all history},analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2477,3.25,2477,\],analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2479,3.25,2479,近期优先扩展规则，并优先匹配相近预测光伏规模的历史轨迹。作为事后对照，额外运行“全部历史无条件扩展池”。若总成本、紧急购电量和信息价值排序变化较小，则说明季节/量级异方差对最终决策影响有限；若差异明显，则说明条件历史池确有必要。该对照不用于重新选择正式窗口规则。,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2481,3.25,2481,## 3.25.4 终端储能价值系数,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2483,3.25,2483,"基于 1 月及其之前当时可得信息进行历史有限差分标定得到基准 \(\lambda_{E,k}\) 后，事后比较",analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2485,3.25,2485,\[,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2486,3.25,2486,"0.8\lambda_{E,k},",analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2487,3.25,2487,\qquad,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2488,3.25,2488,"\lambda_{E,k},",analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2489,3.25,2489,\qquad,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2490,3.25,2490,"1.2\lambda_{E,k}.",analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2491,3.25,2491,\],analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2493,3.25,2493,重点比较全年总成本、紧急购电量、窗口末端 SOC 以及 \(FIV_k^{B}\)、\(OUV_k\) 的排序。若主要结论稳定，则说明 terminal value 主要用于修正有限时域边界效应，而不是依赖某个特定系数获得结果。,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2495,3.25,2495,## 3.25.5 小时到 10 min 的插值方法,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2497,3.25,2497,主模型采用第 3.6 节给出的分段线性插值，对照 PCHIP。若最终成本、紧急购电量以及信息价值排序变化很小，则说明结论不依赖插值细节。,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2499,3.25,2499,## 3.25.6 10 min 因果执行假设,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2501,3.25,2501,主模型采用“区间内实时因果反馈在 10 min 尺度上的聚合近似”。保守对照则采用严格 lag-one-slot 离散反馈：第 \(t\) 个时隙的储能动作只能使用截至上一时隙末已经完整实现的信息，当前时隙净负荷造成的剩余缺口只由紧急购电平衡。,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2503,3.25,2503,比较两种执行口径下的全年真实总成本、紧急购电量、储能吞吐量以及 \(FIV/OUV\) 排序。若核心结论稳定，则说明本文结论不依赖较强的区间内快速反馈能力；若差异较大，则需在结论中明确报告这一运行假设的影响范围。,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2505,3.25,2505,## 3.25.7 调整结算口径稳健性,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2507,3.25,2507,主模型采用“最终生效量相对 \(0{:}00\) 原计划单次结算”的解释。考虑题面没有完全明确同一交付时段被多次修改时是否逐次收费，在少量 stress-test 日期上额外建立 sequential-settlement 对照：每次调整相对上一版有效计划结算，增购差额按 \(1.5p_t\) 计价，减少差额按 \(0.5p_t\) 违约规则处理。,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2509,3.25,2509,需要强调，替代口径必须**重新求解相同优化模型**，而不是只把主模型已经生成的策略事后换一套公式重新计费，因为不同结算规则会改变最优调整行为。比较两种口径下,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2511,3.25,2511,\[,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2512,3.25,2512,"C^{\mathrm{total}},\quad",analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2513,3.25,2513,"C^{\mathrm{adjust}},\quad",analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2514,3.25,2514,"C^{\mathrm{em}},",analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2515,3.25,2515,\],analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2517,3.25,2517,以及 \(FIV_k^{B}\)、\(OUV_k\) 的符号和主要排序。若结论保持稳定，则说明“是否需要引入其他时刻预报”的判断不依赖这一题面歧义。,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2519,3.25,2519,---,analysis.variants;analysis.run_experiments,src/q3/analysis.py:104;src/q3/analysis.py:136,所有配置入口已实现；完整事后实验按用户指令未执行,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2521,3.26,2521,# 3.26 模型正确性、动态一致性与信息泄漏审计,rolling.validate_frame;physics.validate;config.Config;multistage.conditional_tree;data.Inputs,src/q3/rolling.py:156;src/q3/physics.py:51;src/q3/config.py:16;src/q3/multistage.py:14;src/q3/data.py:15,tests.txt；未来污染、冻结策略、费用、SOC、模板、树结构实际核验,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2523,3.26,2523,程序逐日检查：,rolling.validate_frame;physics.validate;config.Config;multistage.conditional_tree;data.Inputs,src/q3/rolling.py:156;src/q3/physics.py:51;src/q3/config.py:16;src/q3/multistage.py:14;src/q3/data.py:15,tests.txt；未来污染、冻结策略、费用、SOC、模板、树结构实际核验,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2525,3.26,2525,"1. 2025 年 1 月 1 日 \(0{:}00\) 的真实 SOC 初始化为 \(6000\,\mathrm{kWh}\)，1 月状态连续推进，且 \(E_{2025/2/1,0}^{\mathrm{real}}=E_{2025/1/31,24}^{\mathrm{real}}\)；",rolling.validate_frame;physics.validate;config.Config;multistage.conditional_tree;data.Inputs,src/q3/rolling.py:156;src/q3/physics.py:51;src/q3/config.py:16;src/q3/multistage.py:14;src/q3/data.py:15,tests.txt；未来污染、冻结策略、费用、SOC、模板、树结构实际核验,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2526,3.26,2526,2. 正式基准 \(S^\star=20\)、\(S_{\mathrm{tail}}=2\) 及近期优先历史窗口规则在正式评价前固定，2--12 月结果不得用于反向调参；,rolling.validate_frame;physics.validate;config.Config;multistage.conditional_tree;data.Inputs,src/q3/rolling.py:156;src/q3/physics.py:51;src/q3/config.py:16;src/q3/multistage.py:14;src/q3/data.py:15,tests.txt；未来污染、冻结策略、费用、SOC、模板、树结构实际核验,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2527,3.26,2527,3. 所有节点的场景池只使用当前时刻以前已经完整实现的历史数据，近期窗口不足时只能向更久历史扩展，不能调用未来样本；,rolling.validate_frame;physics.validate;config.Config;multistage.conditional_tree;data.Inputs,src/q3/rolling.py:156;src/q3/physics.py:51;src/q3/config.py:16;src/q3/multistage.py:14;src/q3/data.py:15,tests.txt；未来污染、冻结策略、费用、SOC、模板、树结构实际核验,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2528,3.26,2528,4. 历史负荷预测误差必须来自 rolling-origin 样本外预测，禁止全年训练后回算历史拟合残差；,rolling.validate_frame;physics.validate;config.Config;multistage.conditional_tree;data.Inputs,src/q3/rolling.py:156;src/q3/physics.py:51;src/q3/config.py:16;src/q3/multistage.py:14;src/q3/data.py:15,tests.txt；未来污染、冻结策略、费用、SOC、模板、树结构实际核验,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2529,3.26,2529,5. \(6{:}00\)、\(12{:}00\)、\(18{:}00\) 决策不能读取当前节点之后的附件 2 真实负荷或真实光伏；,rolling.validate_frame;physics.validate;config.Config;multistage.conditional_tree;data.Inputs,src/q3/rolling.py:156;src/q3/physics.py:51;src/q3/config.py:16;src/q3/multistage.py:14;src/q3/data.py:15,tests.txt；未来污染、冻结策略、费用、SOC、模板、树结构实际核验,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2530,3.26,2530,6. 已经执行的购电动作和已经实现的 SOC 在后续节点完全冻结；,rolling.validate_frame;physics.validate;config.Config;multistage.conditional_tree;data.Inputs,src/q3/rolling.py:156;src/q3/physics.py:51;src/q3/config.py:16;src/q3/multistage.py:14;src/q3/data.py:15,tests.txt；未来污染、冻结策略、费用、SOC、模板、树结构实际核验,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2531,3.26,2531,7. 节点间储能执行按第 3.20 节解释为区间内实时因果反馈的 10 min 聚合近似，控制器不得使用当前控制时刻之后的信息；严格 lag-one-slot 只作为稳健性对照；,rolling.validate_frame;physics.validate;config.Config;multistage.conditional_tree;data.Inputs,src/q3/rolling.py:156;src/q3/physics.py:51;src/q3/config.py:16;src/q3/multistage.py:14;src/q3/data.py:15,tests.txt；未来污染、冻结策略、费用、SOC、模板、树结构实际核验,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2532,3.26,2532,"8. 对 \(k\in\{6,12,18\}\)，只有 \(\mathcal B_{d,k}\) 中的购电决策计入当前节点的真实 adjustment cost；\(\mathcal P_{d,k}\) 只能使用 surrogate continuation cost，\(\mathcal C_{d,k}\) 只能作为跨日代理；",rolling.validate_frame;physics.validate;config.Config;multistage.conditional_tree;data.Inputs,src/q3/rolling.py:156;src/q3/physics.py:51;src/q3/config.py:16;src/q3/multistage.py:14;src/q3/data.py:15,tests.txt；未来污染、冻结策略、费用、SOC、模板、树结构实际核验,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2533,3.26,2533,9. 最终真实调整费用只由 \(g_t^{\mathrm{eff}}\) 与 \(g_t^0\) 重新计算，任何 look-ahead proxy cost 都不得写入实际费用；,rolling.validate_frame;physics.validate;config.Config;multistage.conditional_tree;data.Inputs,src/q3/rolling.py:156;src/q3/physics.py:51;src/q3/config.py:16;src/q3/multistage.py:14;src/q3/data.py:15,tests.txt；未来污染、冻结策略、费用、SOC、模板、树结构实际核验,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2534,3.26,2534,10. stale-vs-updated 预报价值实验必须使用完全相同的当前真实 SOC、负荷预测、优化时域、历史样本边界、求解器设置和其他策略参数，仅改变可用光伏预报信息；,rolling.validate_frame;physics.validate;config.Config;multistage.conditional_tree;data.Inputs,src/q3/rolling.py:156;src/q3/physics.py:51;src/q3/config.py:16;src/q3/multistage.py:14;src/q3/data.py:15,tests.txt；未来污染、冻结策略、费用、SOC、模板、树结构实际核验,implemented; bounded-tests-only; full-numerical-evaluation-not-run
Q3-L2535,3.26,2535,11. 每个 10 min 时段能量平衡残差满足数值容差；,rolling.validate_frame;physics.validate;config.Config;multistage.conditional_tree;data.Inputs,src/q3/rolling.py:156;src/q3/physics.py:51;src/q3/config.py:16;src/q3/multistage.py:14;src/q3/data.py:15,tests.txt；未来污染、冻结策略、费用、SOC、模板、树结构实际核验,implemented; bounded-tests-only; full-numerical-evaluation-not-run
