材料路径,项目来源,内容与用途,字节数,SHA256
outputs/q4/raw/rescue_lp_q42_20260913_v2/audit/2025-07-06.json,outputs/q4/raw/rescue_lp_q42_20260913_v2/audit/2025-07-06.json,Q4代表日实验基准,29979,fff4d44680b42660252b5d67fa0991090ce6b97ddef0a5165b877c4d6f27bbca
outputs/q4/raw/rescue_lp_q42_20260913_v2/audit/2025-09-18.json,outputs/q4/raw/rescue_lp_q42_20260913_v2/audit/2025-09-18.json,Q4代表日实验基准,29111,a0c01092b974db4d5361783be174a040b8a80c9f90e66f7b55b6018f0f9285df
outputs/q4/raw/rescue_lp_q42_20260913_v2/audit/2025-12-14.json,outputs/q4/raw/rescue_lp_q42_20260913_v2/audit/2025-12-14.json,Q4代表日实验基准,29830,fc458594f614fa2470d7e82fbee068388da841b7e5bcc11998cfbc28f6d2b73a
outputs/q4/raw/rescue_lp_q42_20260913_v2/days/2025-07-01.csv,outputs/q4/raw/rescue_lp_q42_20260913_v2/days/2025-07-01.csv,Q4代表日实验基准,43608,866354fefd482fca8dfdf102b96178949a5c3a9406c118d207377f70a1e4459a
outputs/q4/raw/rescue_lp_q42_20260913_v2/days/2025-07-06.csv,outputs/q4/raw/rescue_lp_q42_20260913_v2/days/2025-07-06.csv,Q4代表日实验基准,43070,dee382beff0d3bfa65f6a68e63d742c949ba36e10b56ee75d1d63e6201617dfc
outputs/q4/raw/rescue_lp_q42_20260913_v2/days/2025-09-18.csv,outputs/q4/raw/rescue_lp_q42_20260913_v2/days/2025-09-18.csv,Q4代表日实验基准,42695,0eca0f2f19f419c121ec5a23f9b05c652558686a4e7b2116399518ff6295b116
outputs/q4/raw/rescue_lp_q42_20260913_v2/days/2025-12-14.csv,outputs/q4/raw/rescue_lp_q42_20260913_v2/days/2025-12-14.csv,Q4代表日实验基准,42769,a0b57c44d5db4a305ba7b6ba32a0c8a05292a49711cf8c302085604ed348e0b3
outputs/q4/raw/rescue_lp_q42_20260913_v2/state.json,outputs/q4/raw/rescue_lp_q42_20260913_v2/state.json,Q4实验使用的正式配置；仅精简校验/路径适配,80731,f89afa02fc506502e18c8e49b8ef3c9560c219f97ffb2381d2d53eb6be02460c
outputs/q4/raw/rescue_lp_q43_20260913_v3/annual_dispatch_reference.json,本次精简整理生成,材料说明、来源摘要或数据加载检查,343,42b0bb629263b6364483ae00e411a011c06a74eb5e667134e7f5dbaa7e1a5dac
outputs/q4/raw/rescue_lp_q43_20260913_v3/audit/2025-07-01.json,outputs/q4/raw/rescue_lp_q43_20260913_v3/audit/2025-07-01.json,Q4代表日实验基准,102149,ede406f8cfb3e09e942dc3c5cfe9cf6cb6e10708c584851489f1f4b04397f927
outputs/q4/raw/rescue_lp_q43_20260913_v3/audit/2025-09-02.json,outputs/q4/raw/rescue_lp_q43_20260913_v3/audit/2025-09-02.json,Q4代表日实验基准,102520,f1eaf0640aaaed5277275a6cbfaa882db723964aee1e21d7621c3a812b786f40
outputs/q4/raw/rescue_lp_q43_20260913_v3/days/2025-07-01.csv,outputs/q4/raw/rescue_lp_q43_20260913_v3/days/2025-07-01.csv,Q4代表日实验基准,45720,c19f66b7efd8ec4c63fa8b1309d816230d2f37a0698281429c64a2d78f5db093
outputs/q4/raw/rescue_lp_q43_20260913_v3/days/2025-09-02.csv,outputs/q4/raw/rescue_lp_q43_20260913_v3/days/2025-09-02.csv,Q4代表日实验基准,42822,995b80af44a2f39d7535a8b2cb98e28c2f5bcf97faef26bb9da76f2d6216afa9
outputs/q4/raw/rescue_lp_q43_20260913_v3/state.json,outputs/q4/raw/rescue_lp_q43_20260913_v3/state.json,Q4实验使用的正式配置；仅精简校验/路径适配,80732,4435b3c0490169af3c8b810604ccfc0efca55819622388854ad5756d006aba69
outputs/q4/raw/sensitivity_20260913/baseline_metrics_4-2.json,outputs/q4/raw/sensitivity_20260913/baseline_metrics_4-2.json,实验设计与基准信息,3828,ea068334b38a84b9491b8cf1ad56da62b4b36d3e08926d17f693d797fa9e34bb
outputs/q4/raw/sensitivity_20260913/baseline_metrics_4-3.json,outputs/q4/raw/sensitivity_20260913/baseline_metrics_4-3.json,实验设计与基准信息,2062,a649e0473a66fb3d706cfdf85c14171a241ae224a3b4d9d5d9c0aea9e12488c4
outputs/q4/raw/sensitivity_20260913/completed_4-2.json,outputs/q4/raw/sensitivity_20260913/completed_4-2.json,实验设计与基准信息,69,cf787a3ef2242f7564c3075899e8e9f550a58fd2edd06f5467e1dc14928124c6
outputs/q4/raw/sensitivity_20260913/completed_4-3.json,outputs/q4/raw/sensitivity_20260913/completed_4-3.json,实验设计与基准信息,68,b86efcd2a835077575be5a59a1e2ea31d1a98d117af3f45af1d0349657694134
outputs/q4/raw/sensitivity_20260913/frozen/4-2/2025-07-01/00.json,outputs/q4/raw/sensitivity_20260913/frozen/4-2/2025-07-01/00.json,敏感性/前瞻比较的冻结输入和结果汇总,6241,82e3380dd10dffab6ea449d2f654d63ec9732cbcee9bd406641a58e6b8586328
outputs/q4/raw/sensitivity_20260913/frozen/4-2/2025-07-01/00.npz,outputs/q4/raw/sensitivity_20260913/frozen/4-2/2025-07-01/00.npz,敏感性/前瞻比较的冻结输入和结果汇总,89890,9462c635ccc1a5597be74de08f760363bca61c57c6c65dd8f694ca7cd500f392
outputs/q4/raw/sensitivity_20260913/frozen/4-2/2025-07-06/00.json,outputs/q4/raw/sensitivity_20260913/frozen/4-2/2025-07-06/00.json,敏感性/前瞻比较的冻结输入和结果汇总,6239,593987944edfc0bd5e79d4e3ad520fc8d07639d2d87960756594054bf68b9998
outputs/q4/raw/sensitivity_20260913/frozen/4-2/2025-07-06/00.npz,outputs/q4/raw/sensitivity_20260913/frozen/4-2/2025-07-06/00.npz,敏感性/前瞻比较的冻结输入和结果汇总,89932,951741bfab6fdda004fe819115303db9442a173fc20fd0087c5291f518295692
outputs/q4/raw/sensitivity_20260913/frozen/4-2/2025-09-18/00.json,outputs/q4/raw/sensitivity_20260913/frozen/4-2/2025-09-18/00.json,敏感性/前瞻比较的冻结输入和结果汇总,6262,7ac40386e3033eabc72a19ecf814def76b68267da8f343860beda598eed13524
outputs/q4/raw/sensitivity_20260913/frozen/4-2/2025-09-18/00.npz,outputs/q4/raw/sensitivity_20260913/frozen/4-2/2025-09-18/00.npz,敏感性/前瞻比较的冻结输入和结果汇总,90290,3caf5f22c4ed832dacf59c7b374abba76f26cd9ad5eeddb03f71d7bd130539ef
outputs/q4/raw/sensitivity_20260913/frozen/4-2/2025-12-14/00.json,outputs/q4/raw/sensitivity_20260913/frozen/4-2/2025-12-14/00.json,敏感性/前瞻比较的冻结输入和结果汇总,6245,d7e0f06368062b708a9f38c1095c91efba1d9f97a41af420597283e0e26760a9
outputs/q4/raw/sensitivity_20260913/frozen/4-2/2025-12-14/00.npz,outputs/q4/raw/sensitivity_20260913/frozen/4-2/2025-12-14/00.npz,敏感性/前瞻比较的冻结输入和结果汇总,89563,6cac20da57efe0e11d0db4f309bc6087b5f7bdb54637f5a22c472daab1c6f01c
outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-07-01/00.json,outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-07-01/00.json,敏感性/前瞻比较的冻结输入和结果汇总,6292,275040b5d3609f090e61ce7225a4fcb8d1edf4eb7a6d40e9daa7b14652763981
outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-07-01/00.npz,outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-07-01/00.npz,敏感性/前瞻比较的冻结输入和结果汇总,46514,84a06a070dc1e48e213b2c33b7616c14e60074f81a70cb28b37f040938fdba7d
outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-07-01/06.json,outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-07-01/06.json,敏感性/前瞻比较的冻结输入和结果汇总,6362,359bc3ff45472b2947f331113a821b03757b56de7eaffe38c9574aed34867256
outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-07-01/06.npz,outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-07-01/06.npz,敏感性/前瞻比较的冻结输入和结果汇总,46604,e428ea144874ae9ef789be507dce79b12db7d6616579061a19c6410de4457f06
outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-07-01/12.json,outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-07-01/12.json,敏感性/前瞻比较的冻结输入和结果汇总,6379,bf3e8526bb3ca6e17e99035cef77e27fc5f73797fb961e6f1a63af97f0b929d2
outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-07-01/12.npz,outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-07-01/12.npz,敏感性/前瞻比较的冻结输入和结果汇总,46636,4d9cfd2fb0e1aaad570c9d2673be843e06c6f96cda4984cc7b62edae7bf3a29f
outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-07-01/18.json,outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-07-01/18.json,敏感性/前瞻比较的冻结输入和结果汇总,6351,ebc01b7ef9cd47aff40c72a3305e63caca33cd00aefb2ff93722943be28b9e76
outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-07-01/18.npz,outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-07-01/18.npz,敏感性/前瞻比较的冻结输入和结果汇总,46646,97b54293361456fa790066af429ed73db24396c1941e9ede821863042a253f8b
outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-09-02/00.json,outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-09-02/00.json,敏感性/前瞻比较的冻结输入和结果汇总,6293,94b36c55235d749a01ba238bb61df27f9a05fd6263fadfd4f1bce071cbe6099f
outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-09-02/00.npz,outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-09-02/00.npz,敏感性/前瞻比较的冻结输入和结果汇总,46546,7b12c5c88cd12ec1803bc627e9ee1c2a761242b6d715c655d7f97b67d168fb4b
outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-09-02/06.json,outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-09-02/06.json,敏感性/前瞻比较的冻结输入和结果汇总,6350,7639bfc3929fcebe22ae07c103b40265e95ce93f067b1fb7c951a333e87e9257
outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-09-02/06.npz,outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-09-02/06.npz,敏感性/前瞻比较的冻结输入和结果汇总,46614,d8163ac099583a29dcf51618955bbfb084e522dd118ad16f214ce9f473ab590d
outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-09-02/12.json,outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-09-02/12.json,敏感性/前瞻比较的冻结输入和结果汇总,6380,2e52484dc41021fe340c01073f68492c204949298b229973f6658f3f29e51a9b
outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-09-02/12.npz,outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-09-02/12.npz,敏感性/前瞻比较的冻结输入和结果汇总,46629,e74d4021c634418a0ddfc1d9a151d1b9088c3447443b819d28aefa2315def91b
outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-09-02/18.json,outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-09-02/18.json,敏感性/前瞻比较的冻结输入和结果汇总,6385,bc7779449008a01dea8624e4ea1c8341757870d02223898ef07e4695f9c4dbcd
outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-09-02/18.npz,outputs/q4/raw/sensitivity_20260913/frozen/4-3/2025-09-02/18.npz,敏感性/前瞻比较的冻结输入和结果汇总,46651,0ab675931431f3ac9dfc002d61b5a64488ec6cc2879938b42569f87c220fab74
outputs/q4/raw/sensitivity_20260913/inputs/frozen_forecasts.json,outputs/q4/raw/sensitivity_20260913/inputs/frozen_forecasts.json,敏感性/前瞻比较的冻结输入和结果汇总,115058,dca3cfe039dbd3df5d001db972be0bfe277c780dc1b4f5c8b38179f45398ca03
outputs/q4/raw/sensitivity_20260913/inputs/q3/actual_quality.csv,outputs/q4/raw/sensitivity_20260913/inputs/q3/actual_quality.csv,敏感性/前瞻比较的冻结输入和结果汇总,2482,3684b0b880d47d108e7f75c33e0a91f5e94a569cb7cb465ee0ead85a6b5a3af2
outputs/q4/raw/sensitivity_20260913/inputs/q3/prices.csv,outputs/q4/raw/sensitivity_20260913/inputs/q3/prices.csv,敏感性/前瞻比较的冻结输入和结果汇总,2948,8e0a8da1b5893bdf6c13d9fb1c31bb069d98270efe1f7c70514f3761c8a2107b
outputs/q4/raw/sensitivity_20260913/inputs/q3/pv_forecasts.csv,outputs/q4/raw/sensitivity_20260913/inputs/q3/pv_forecasts.csv,敏感性/前瞻比较的冻结输入和结果汇总,1831563,9220167a1fe58862c36a81cea413afe94ba706e188d7387ba02cd6d59d1d2a22
outputs/q4/raw/sensitivity_20260913/inputs/q3/q2_load_selection.csv,outputs/q4/raw/sensitivity_20260913/inputs/q3/q2_load_selection.csv,敏感性/前瞻比较的冻结输入和结果汇总,76856,e2215b4c47da099ac9de45c349d833194606973e6d0573ab99bf5379713198ec
outputs/q4/raw/sensitivity_20260913/inputs/q3/source_manifest.json,outputs/q4/raw/sensitivity_20260913/inputs/q3/source_manifest.json,敏感性/前瞻比较的冻结输入和结果汇总,110858,d1366e326514bec91e49d24bf99b7c0f5b4092c11cb643953387360b4211eeb4
outputs/q4/raw/sensitivity_20260913/representatives.json,outputs/q4/raw/sensitivity_20260913/representatives.json,实验设计与基准信息,1784,3c6e96d90d429ad0d411a0b44c2a940106e740f4f43b913bd69de4a8eeefcdc0
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q2/2025-06-01/baseline_dispatch.csv,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q2/2025-06-01/baseline_dispatch.csv,敏感性/前瞻比较的冻结输入和结果汇总,42862,88c6a33468e51f2e1d50fe484a43b4862c5e348c08c75affaeb2a3eb102e5fde
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q2/2025-06-01/frozen.npz,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q2/2025-06-01/frozen.npz,敏感性/前瞻比较的冻结输入和结果汇总,1221896,09b5317106b2abc4c81fb775f7da7ca9f12b2e5ee6b0c3176e43d4e8e6ab810b
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q2/2025-06-01/metadata.json,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q2/2025-06-01/metadata.json,敏感性/前瞻比较的冻结输入和结果汇总,2819,7e2962246f082210fa70807f0aa7c74fc4714a48a180d89f45e9417c4d8d320f
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q2/2025-06-02/baseline_dispatch.csv,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q2/2025-06-02/baseline_dispatch.csv,敏感性/前瞻比较的冻结输入和结果汇总,42417,f3dba9777d98df0cc94dfbe34650a3a8cec5b8f60cc20b7d5a12ea2a29380dd6
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q2/2025-06-02/frozen.npz,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q2/2025-06-02/frozen.npz,敏感性/前瞻比较的冻结输入和结果汇总,1228816,f7f8995b7e92287d9ba9a8eea18c870b7470a8e5a0a2843b2942e9c332399790
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q2/2025-06-02/metadata.json,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q2/2025-06-02/metadata.json,敏感性/前瞻比较的冻结输入和结果汇总,2807,f0a619cb4277b38efd13b8474b6339a3b59b29749b73fe7abd36bd58bee609cf
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q2/2025-09-17/baseline_dispatch.csv,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q2/2025-09-17/baseline_dispatch.csv,敏感性/前瞻比较的冻结输入和结果汇总,39694,dd1f04935f2cbdce90bcf40729667252e05a05231c3ba196fea6ab1ee7a85fa5
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q2/2025-09-17/frozen.npz,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q2/2025-09-17/frozen.npz,敏感性/前瞻比较的冻结输入和结果汇总,1969256,d90f6744f5d6a1b838f009bea64a3b99cbfe3b92a3ef380e91721e3baf7620c1
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q2/2025-09-17/metadata.json,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q2/2025-09-17/metadata.json,敏感性/前瞻比较的冻结输入和结果汇总,3122,538522b8874267c829ad6d5b8fbaf4ee9476f0072b8c28d551a5d5f143538ed2
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q2/2025-09-28/baseline_dispatch.csv,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q2/2025-09-28/baseline_dispatch.csv,敏感性/前瞻比较的冻结输入和结果汇总,40554,4ecc1d2382ffdf5e6fc008b9ab50ad272fe865c9c22f89549568f1cc0620fad3
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q2/2025-09-28/frozen.npz,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q2/2025-09-28/frozen.npz,敏感性/前瞻比较的冻结输入和结果汇总,2045376,1186ac4ec0564a4bed64d824e378c76193ff65392d6caf8d9ad5c99993c290eb
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q2/2025-09-28/metadata.json,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q2/2025-09-28/metadata.json,敏感性/前瞻比较的冻结输入和结果汇总,3130,5f0ccfaa6b8ca017da963fb4ed44d7713cb9fb577b0f9bb7912ea2e947c554fe
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-03-12/00.npz,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-03-12/00.npz,敏感性/前瞻比较的冻结输入和结果汇总,117200,ad378d40ecb21a2b363dd05e85ee7302d0b44b7fa67a7b0cc571142769ada182
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-03-12/06.npz,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-03-12/06.npz,敏感性/前瞻比较的冻结输入和结果汇总,117200,919270e8b7cddbb5ca91bc0b330661f840a45ffb3962ed02878bd9ae69a0f3a3
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-03-12/12.npz,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-03-12/12.npz,敏感性/前瞻比较的冻结输入和结果汇总,117200,c6a05df525c26e456301c3fd36755f33cec8d78e91060a2af2c0a67467a89e57
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-03-12/18.npz,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-03-12/18.npz,敏感性/前瞻比较的冻结输入和结果汇总,117200,8fae4dd8c27a5fcae7512546bf898399079e287cdc8b56c1e4084ba5ff0d7528
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-03-12/actual_day.npy,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-03-12/actual_day.npy,敏感性/前瞻比较的冻结输入和结果汇总,2432,428c4ed49ea8beb589b2c53329d1fda84962c74a1e5c9987142075fc7f345987
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-03-12/baseline_dispatch.csv,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-03-12/baseline_dispatch.csv,敏感性/前瞻比较的冻结输入和结果汇总,40895,1dc6a02a57c18be2878bd84ee75cdd642ed938096167b09266d5a73b06c911a0
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-03-12/metadata.json,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-03-12/metadata.json,敏感性/前瞻比较的冻结输入和结果汇总,10136,650baa5b9469984803808749df14e64f904f98a4d7a8d18c9759d5d855695cae
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-07-01/00.npz,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-07-01/00.npz,敏感性/前瞻比较的冻结输入和结果汇总,117200,eacd2f81efb0e1b8d1e9fb980182e9d37cf0b90c6083b9e934897888c668417c
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-07-01/06.npz,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-07-01/06.npz,敏感性/前瞻比较的冻结输入和结果汇总,117200,1d1614637dd2210207104545d224825a6cad27419ad3b93a2f6ea7ca5d726b8f
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-07-01/12.npz,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-07-01/12.npz,敏感性/前瞻比较的冻结输入和结果汇总,117200,0adfd74e49c80eb6af295b71e3c683f0aa8628d4155c820fb631e9e96ed31ab7
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-07-01/18.npz,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-07-01/18.npz,敏感性/前瞻比较的冻结输入和结果汇总,117200,ce3c707b32c914fd20cab1c1df958e60e26580b87c3bca4263c3796870f4de6a
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-07-01/actual_day.npy,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-07-01/actual_day.npy,敏感性/前瞻比较的冻结输入和结果汇总,2432,e590a79da8d318aaca09a6720d0a2775cf0ebb571ab4ad3a32f7c52efda252f9
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-07-01/baseline_dispatch.csv,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-07-01/baseline_dispatch.csv,敏感性/前瞻比较的冻结输入和结果汇总,43631,58a5e9b217de0ac734314ab21b3fc2f5c64de755ee191646ac1cf3d120fa7285
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-07-01/metadata.json,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-07-01/metadata.json,敏感性/前瞻比较的冻结输入和结果汇总,13502,c205a9b38c70c08e92e2d99b7d3dfb078f94a3f46d487e91cba9acd3706e73d4
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-07-02/00.npz,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-07-02/00.npz,敏感性/前瞻比较的冻结输入和结果汇总,117200,355208ffeebbfdd97d1a2b58c48e27161b7fe8a00dbde97a250d03253ecfbf5b
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-07-02/06.npz,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-07-02/06.npz,敏感性/前瞻比较的冻结输入和结果汇总,117200,c971697bfdead89ef0b8bde39d437a01b46a563127ecb1ff264d364662c141f4
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-07-02/12.npz,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-07-02/12.npz,敏感性/前瞻比较的冻结输入和结果汇总,117200,000aba548cca2c35671fad3dccb6adde1dbee16bb61ca3fbebf5e6a507bf65d7
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-07-02/18.npz,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-07-02/18.npz,敏感性/前瞻比较的冻结输入和结果汇总,117200,8709ca0e4d6575c309459127a75c1318379a0678afba60963ac00bdcf4487c1f
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-07-02/actual_day.npy,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-07-02/actual_day.npy,敏感性/前瞻比较的冻结输入和结果汇总,2432,075fb39d66996f74fd658da140a61f812a142eee5a9b45ab82c2bcd16c4ace5d
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-07-02/baseline_dispatch.csv,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-07-02/baseline_dispatch.csv,敏感性/前瞻比较的冻结输入和结果汇总,42447,0d113a2f67cb9ea090713e85fef4b0b5c2217ffb2d6e7d20021516dc5f56eff9
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-07-02/metadata.json,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-07-02/metadata.json,敏感性/前瞻比较的冻结输入和结果汇总,14668,a20584deb0740e49a27bcf31d14027542e47a8ce2611f9babc4c88f966a85b80
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-08-25/00.npz,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-08-25/00.npz,敏感性/前瞻比较的冻结输入和结果汇总,117200,bdb02437dd9959dcc97ccb4b69de2694fc0c422b5315b253a7417b6ff722c3a9
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-08-25/06.npz,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-08-25/06.npz,敏感性/前瞻比较的冻结输入和结果汇总,117200,3d5391d90d2cba352e11998822c56a662aac657f42dae041f5a04a795131dd83
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-08-25/12.npz,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-08-25/12.npz,敏感性/前瞻比较的冻结输入和结果汇总,117200,4fb137c6c00eef0c6577171697362f0763bcdc88ca8ef0e41f9d9cd02a3b37c3
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-08-25/18.npz,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-08-25/18.npz,敏感性/前瞻比较的冻结输入和结果汇总,117200,92abf7dc9b5cd3f35b0ba9b39ed3fa085162620b28644d347bfd211366445b58
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-08-25/actual_day.npy,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-08-25/actual_day.npy,敏感性/前瞻比较的冻结输入和结果汇总,2432,74f0917bbf4db12edf0a32c84967c87debb9c4e142eb2d40beb49299d994f67e
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-08-25/baseline_dispatch.csv,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-08-25/baseline_dispatch.csv,敏感性/前瞻比较的冻结输入和结果汇总,42506,4e46106c9fa99189d839c02b382aea40ade93a409f3e8fd7ed4ac156b1ae1a1d
outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-08-25/metadata.json,outputs/sensitivity_q2_q3/raw/local_20260913/inputs/q3/2025-08-25/metadata.json,敏感性/前瞻比较的冻结输入和结果汇总,11919,68fcb8bfba15fed00b7f7aa4594fcfe07e4a986febc02607aac2f8e83ad02b4e
outputs/sensitivity_q2_q3/raw/local_20260913/optional_decision.json,outputs/sensitivity_q2_q3/raw/local_20260913/optional_decision.json,实验设计与基准信息,200,bd8fbc729d23bb328a23bea8c68e105f42bfd536b7f8adacbe39f99d8d99600c
outputs/sensitivity_q2_q3/raw/local_20260913/representatives.json,outputs/sensitivity_q2_q3/raw/local_20260913/representatives.json,实验设计与基准信息,11473,b1c2797abd1cbdd6a28f65aac8f40a1b443cb4a02ecf1437d9353effd15495b3
outputs/sensitivity_q2_q3/raw/local_20260913/requirements.txt,outputs/sensitivity_q2_q3/raw/local_20260913/requirements.txt,实验设计与基准信息,339,467446fd077037a31b8a7471e9871f76ccb8d3a6b3170cf2a25d255991016d0d
outputs/sensitivity_q2_q3/raw/local_20260913/runtime/manifest.json,outputs/sensitivity_q2_q3/raw/local_20260913/runtime/manifest.json,敏感性/前瞻比较的冻结输入和结果汇总,900,103cda721f298086402bd0abe0f5dd0fd2cb558064945720b8476440be3b34b8
